,nombre_partido,ano,Unnamed:0,codigo_partido,votos,Nuevo_S,Nuevo_P,EGIVECTOR,DEGREECENTR,CLOSESNES,BETWEENES,SECTORSOCIAL,Educación,Salud,Trabajo,Agricultura,JUSTICIAYSEGURIDAD,Justicia,Defensa,PoliciaNacional,INFRAESTRUCTURA,ObrasPúblicas,MinasyEnergía,Comunicaciones,ADMON.DELESTADOYOTROS,Gobierno,RelacionesExteriores,Hacienda,Desarrollo,CongresoNacional,C.G.R,DepartamentosAdmin.*,Otros**,DEUDAPUBLICA(intereses),GASTOTOTAL,SECTOR_SOCIAL_PER,JUSTICIA_SEGURIDAD_PER,INFRAESTRUCTURA_PER,ADMON_ESTADO_PER,DEUDA_PUBLICA_PER,Prop_S,Prop_P
150,MOVIMIENTO NACIONAL PROGRESISTA,1994.0,89.0,19920001.0,0.0,1.0,1.0,3.902552476795687e-24,0.0038167938931296,0.0038167938931296,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
151,MOVIMIENTO NACIONAL PROGRESISTA,1998.0,10.0,19920001.0,0.0,1.0,1.0,0.0009954995299786,0.0139949109414757,0.2843456960007655,0.0043676211088688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
152,MOVIMIENTO NACIONAL PROGRESISTA,2002.0,119.5,19920001.0,35331.0,1.0,0.0,0.0019179722652601,0.0093632958801498,0.2431321889671759,0.0026893075385091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
153,MOVIMIENTO NACIONAL PROGRESISTA,2006.0,168.0,19920001.0,1820.0,1.0,0.0,9.71497482376483e-98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
154,MOVIMIENTO NUEVA COLOMBIA,1990.0,162.25,19940017.0,0.0,0.75,1.0,0.0004135920533108,0.0865384615384615,0.4499412672397623,0.0207693528049475,1159826.0,470233.0,405935.0,68877.0,150847.0,544118.0,122849.0,289454.0,131815.0,242174.0,181304.0,45605.0,15265.0,871165.0,32447.0,19390.0,519393.0,146433.0,18058.0,25538.0,109906.0,34819.0,228608.0,3045891.0,38.07838166237728,17.86400104271624,7.950842627001426,28.601318957244366,7.505455710660689,0.8753993610223643,0.0798722044728434
155,MOVIMIENTO NUEVA COLOMBIA,1991.0,184.0,19940017.0,0.0,1.0,1.0,3.568781805391961e-21,0.0,0.0,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
156,MOVIMIENTO NUEVA COLOMBIA,1994.0,237.33333333333331,19940017.0,0.0,0.6666666666666666,1.0,0.0081919772318183,0.0610687022900763,0.2907824707906751,0.004348122800347,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
157,MOVIMIENTO NUEVA COLOMBIA,1998.0,248.0,19940017.0,0.0,1.0,0.0,4.987601680383357e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
158,MOVIMIENTO NUEVA FUERZA DEMOCRATICA,1991.0,78.25,19900002.0,0.0,1.0,1.0,4.789937856474474e-13,0.0267175572519083,0.0267175572519083,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
159,MOVIMIENTO NUEVA FUERZA DEMOCRATICA,1994.0,92.0,19900002.0,0.0,1.0,1.0,1.5984854944955132e-20,0.0114503816793893,0.0114503816793893,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
160,MOVIMIENTO NUEVA FUERZA DEMOCRATICA,1998.0,96.0,19900002.0,0.0,1.0,1.0,3.909401524975833e-06,0.0216284987277353,0.2457922904528791,0.0047375723982556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
161,MOVIMIENTO NUEVA FUERZA DEMOCRATICA,2002.0,159.0,19900002.0,44285.0,1.0,0.0,2.234291159684083e-05,0.0243445692883895,0.2302434990536843,0.0037528660264962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
162,MOVIMIENTO NUEVO LIBERALISMO,1986.0,173.07692307692307,19790001.0,0.0,0.9230769230769232,1.0,0.0167641759832233,0.1380670611439841,0.3552344152390793,0.003282633809558,380530.0,175461.0,130202.0,19204.0,36016.0,168207.0,36022.0,79066.0,53119.0,73738.0,52014.0,19505.0,2219.0,221629.0,9625.0,7240.0,132209.0,31327.0,6158.0,10150.0,24920.0,15637.0,57284.0,901388.0,42.21600465060551,18.6608874313836,8.180494969979632,24.58752501697382,6.355087931057437,0.9201277955271564,0.108626198083067
163,MOVIMIENTO NUEVO LIBERALISMO,2002.0,70.0,19790001.0,18093.33333333333,1.0,1.0,0.0365898514449553,0.132334581772784,0.2764544319600499,0.0017834849295523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
164,MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,1994.0,143.0,19700002.0,0.0,0.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
165,MOVIMIENTO OBRERO INDEPENDIENTE Y REVOLUCIONARIO - MOIR,2002.0,136.0,19700002.0,45703.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
166,MOVIMIENTO OXIGENO LIBERAL,1998.0,142.0,19980020.0,0.0,1.0,1.0,0.0157329818354956,0.099236641221374,0.3231865885468253,0.0032903395630429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
167,MOVIMIENTO POLITICO ACTITUD RENOVADORA,1994.0,184.0,19940043.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
168,MOVIMIENTO POLITICO CIEN POR CIENTO POR COLOMBIA,2014.0,154.0,20140030.0,0.0,1.0,1.0,0.0,0.0074906367041198,0.0074906367041198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
169,MOVIMIENTO POLITICO CIUDADANOS POR BOYACA,2002.0,156.0,20000197.0,42954.0,1.0,1.0,6.008933363924554e-05,0.0861423220973782,0.2712522902364186,0.0058305712916365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
170,MOVIMIENTO POLITICO COMUNAL Y COMUNITARIO DE COLOMBIA,2002.0,231.0,19980014.0,0.0,1.0,1.0,8.055887979598735e-20,0.0037453183520599,0.0037453183520599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
171,MOVIMIENTO POLITICO LAICOS POR COLOMBIA,1991.0,41.0,19910003.0,0.0,1.0,1.0,3.568781805391961e-21,0.0,0.0,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
172,MOVIMIENTO POLITICO LAICOS POR COLOMBIA,1994.0,42.0,19910003.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
173,MOVIMIENTO POLITICO LAICOS POR COLOMBIA,1998.0,34.0,19910003.0,0.0,1.0,1.0,4.987601680383357e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
174,MOVIMIENTO POLITICO POR LA SEGURIDAD SOCIAL,2002.0,5.0,20020024.0,70704.0,1.0,1.0,0.0641528163093972,0.2284644194756554,0.3417510290354878,0.0011166891524805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
175,MOVIMIENTO POPULAR COLOMBIANO,1998.0,222.0,19900005.0,0.0,1.0,1.0,4.987601680383357e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
176,MOVIMIENTO POPULAR UNIDO - MPU,2002.0,140.0,19900003.0,26679.4,1.0,1.0,1.9206733654972864e-15,0.0149812734082397,0.0149812734082397,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
177,MOVIMIENTO POPULAR UNIDO - MPU,2006.0,114.0,19900003.0,17316.5,1.0,1.0,3.5001885596976833e-81,0.0040322580645161,0.0040322580645161,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
178,MOVIMIENTO POPULAR UNIDO - MPU,2010.0,105.0,19900003.0,11157.0,1.0,1.0,2.304977268133593e-67,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
179,"MOVIMIENTO POR LA EDUCACION, TRABAJO Y CAMBIO SOCIAL",1994.0,118.0,19940029.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
180,MOVIMIENTO PROGRESIMO DEMOCRATICO,2002.0,155.0,20000021.0,13890.666666666666,1.0,1.0,0.0008434475556428,0.0149812734082396,0.2492988521871223,0.0035669698591046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
181,MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,1998.0,3.0,19980001.0,0.0,1.0,1.0,4.987601680383357e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
182,MOVIMIENTO RECONSTRUCCION DEMOCRATICA NACIONAL,2002.0,85.0,19980001.0,0.0,1.0,1.0,0.0024723585461195,0.0224719101123595,0.3102638555737912,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
183,MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,2002.0,241.0,20000001.0,37211.66666666666,1.0,1.0,0.0202165658415564,0.0774032459425717,0.2672564619377334,0.0038479356077754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
184,MOVIMIENTO RENOVADOR DE ACCION SOCIAL - MORAL,2006.0,148.0,20000001.0,12002.0,1.0,1.0,9.71497482376483e-98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
185,MOVIMIENTO SI COLOMBIA,2002.0,209.0,20020003.0,47027.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
186,MOVIMIENTO SOMOS COLOMBIA,2002.0,170.0,19980008.0,70699.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
187,MOVIMIENTO UNETE COLOMBIA,2002.0,2.0,20000022.0,0.0,1.0,1.0,1.2219594225816273e-05,0.0224719101123595,0.2304965204179249,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
188,MOVIMIENTO UNICO DE RENOVACION CONSERVADORA - MURCO,1991.0,144.0,19910017.0,0.0,1.0,1.0,3.568781805391961e-21,0.0,0.0,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
189,MOVIMIENTO UNICO DE RENOVACION CONSERVADORA - MURCO,1994.0,126.0,19910017.0,0.0,1.0,1.0,1.7808899274533266e-07,0.0229007633587786,0.2125689668203461,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
190,MOVIMIENTO UNIDOS POR COLOMBIA,1991.0,100.0,19910014.0,0.0,1.0,1.0,8.134578887053889e-07,0.0362595419847327,0.2139206961737004,0.0030417361293907,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
191,MOVIMIENTO UNION CRISTIANA - UC,1991.0,169.0,19880001.0,0.0,1.0,1.0,1.827216284360684e-18,0.0038167938931296,0.0038167938931296,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
192,MOVIMIENTO UNION CRISTIANA - UC,1994.0,119.0,19880001.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
193,MOVIMIENTO UNIONISTA,2002.0,106.33333333333331,20000024.0,28571.0,1.0,1.0,6.968146425400276e-18,0.0074906367041198,0.0074906367041198,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
194,MOVIMIENTO UNITARIO METAPOLITICO - MUM,1991.0,167.0,19780002.0,0.0,1.0,1.0,1.827216284360684e-18,0.0038167938931296,0.0038167938931296,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
195,MOVIMIENTO UNITARIO METAPOLITICO - MUM,1994.0,116.5,19780002.0,0.0,1.0,1.0,3.902552476795687e-24,0.0038167938931296,0.0038167938931296,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
196,MOVIMIENTO VIA ALTERNA,2002.0,98.0,19980009.0,0.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
197,MOVIMIENTO VOLUNTAD POPULAR,1994.0,180.5,19900006.0,0.0,1.0,1.0,3.902552476795687e-24,0.0038167938931296,0.0038167938931296,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
198,MOVIMIENTO VOLUNTAD POPULAR,2002.0,75.33333333333333,19900006.0,21177.666666666668,0.6666666666666666,1.0,0.0185070328607153,0.0711610486891385,0.2465452329323124,0.0035669698591046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
199,NUEVA FUERZA DEMOCRATICA EQUIPO UNIONISTA,1994.0,139.0,19940051.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
200,ORGANIZACION NACIONAL INDIGENA DE COLOMBIA - ONIC,1991.0,87.0,19920009.0,0.0,1.0,1.0,3.568781805391961e-21,0.0,0.0,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
201,OTROS PARTIDOS O MOVIMIENTO DE 1990,1990.0,226.0,19909999.0,0.0,0.75,1.0,0.0075698211957621,0.0753205128205128,0.4296474176858441,0.0038595710100623,1159826.0,470233.0,405935.0,68877.0,150847.0,544118.0,122849.0,289454.0,131815.0,242174.0,181304.0,45605.0,15265.0,871165.0,32447.0,19390.0,519393.0,146433.0,18058.0,25538.0,109906.0,34819.0,228608.0,3045891.0,38.07838166237728,17.86400104271624,7.950842627001426,28.601318957244366,7.505455710660689,0.8753993610223643,0.0798722044728434
202,OTROS PARTIDOS O MOVIMIENTO DE 1994,1994.0,148.0,19949999.0,0.0,1.0,1.0,3.902552476795687e-24,0.0038167938931296,0.0038167938931296,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
203,OTROS PARTIDOS O MOVIMIENTOS DE 1982,1982.0,219.0,19829999.0,0.0,1.0,1.0,2.777792442294026e-62,0.0032051282051282,0.0032051282051282,0.0,145888.0,68643.0,51561.0,9282.0,7588.0,59115.0,16143.0,25214.0,17758.0,51979.0,28748.0,22267.0,964.0,75473.0,3282.0,2077.0,35675.0,17826.0,2133.0,4620.0,9861.0,,21261.0,353716.0,41.24438815320766,16.712560359158193,14.695122640762646,21.337174456343508,6.010754390527994,0.97444089456869,0.0127795527156549
204,OTROS PARTIDOS O MOVIMIENTOS DE 1986,1986.0,141.0625,19869999.0,22.375,1.0,1.0,0.0108964112071358,0.1237980769230768,0.4402041757237714,0.058336949925321,380530.0,175461.0,130202.0,19204.0,36016.0,168207.0,36022.0,79066.0,53119.0,73738.0,52014.0,19505.0,2219.0,221629.0,9625.0,7240.0,132209.0,31327.0,6158.0,10150.0,24920.0,15637.0,57284.0,901388.0,42.21600465060551,18.6608874313836,8.180494969979632,24.58752501697382,6.355087931057437,0.9201277955271564,0.108626198083067
205,OTROS PARTIDOS O MOVIMIENTOS DE 1991,1991.0,121.0,19919999.0,0.0,0.0,1.0,6.493039363391708e-06,0.1030534351145038,0.3116287365342085,0.0009327699892337,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
206,OTROS PARTIDOS O MOVIMIENTOS DE 1998,1998.0,116.0,19989999.0,0.0,1.0,1.0,5.474923615234677e-18,0.0089058524173027,0.0095419847328243,1.949830852173574e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
207,PARTIDO AFROUNINCCA,2006.0,236.0,20060008.0,3108.0,1.0,1.0,9.71497482376483e-98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
208,PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,1991.0,156.54545454545453,19900007.0,0.0,0.9545454545454546,1.0,4.308480418665873e-09,0.0801526717557251,0.0801526717557251,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
209,PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,1994.0,261.0,19900007.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
210,PARTIDO ALIANZA DEMOCRATICA M-19 AD-M19,2002.0,59.0,19900007.0,0.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
211,PARTIDO ALIANZA SOCIAL INDEPENDIENTE - ASI,2014.0,128.0,19910006.0,6927.0,1.0,1.0,0.0,0.0037453183520599,0.0037453183520599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
212,PARTIDO ALIANZA VERDE,2010.0,92.375,20090002.0,47890.125,1.0,1.0,9.350098615878324e-36,0.0265151515151515,0.0265151515151515,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
213,PARTIDO ALIANZA VERDE,2014.0,105.1818181818182,20090002.0,32954.36363636364,1.0,1.0,1.5481148471165544e-225,0.0374531835205992,0.0374531835205992,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
214,PARTIDO ALIANZA VERDE,2018.0,146.83333333333334,20090002.0,72585.33333333333,0.9444444444444444,1.0,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
215,PARTIDO CAMBIO RADICAL COLOMBIANO,2006.0,123.46666666666668,20030001.0,54376.93333333333,0.8,1.0,0.0391456843012156,0.1169354838709677,0.4140448537215715,0.0074315099453628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
216,PARTIDO CAMBIO RADICAL COLOMBIANO,2010.0,120.45833333333331,20030001.0,31908.08333333333,0.9583333333333334,1.0,0.0059588091374787,0.1029040404040403,0.3327123116987561,0.0045664311517629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
217,PARTIDO CAMBIO RADICAL COLOMBIANO,2014.0,107.96153846153848,20030001.0,43807.11538461538,0.8846153846153846,1.0,0.0021872515943716,0.0972342264477095,0.2673471442365645,0.0046690140233997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
218,PARTIDO CAMBIO RADICAL COLOMBIANO,2018.0,119.8913043478261,20030001.0,52040.47826086957,0.9130434782608696,0.0,6.749544584402107e-05,0.1749049429657794,0.3171353341181909,0.009539568839442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
219,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,2014.0,142.6153846153846,20130001.0,1435.3076923076924,0.8974358974358975,1.0,0.0002166475099061,0.1429943340055699,0.285373798829827,0.0058289823269376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
220,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,2018.0,140.84313725490196,20130001.0,47604.45098039216,0.8823529411764706,1.0,0.139994858183046,0.1904122865876388,0.3069706443694849,0.005265239386164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
