,nombre_partido,ano,Unnamed:0,codigo_partido,votos,Nuevo_S,Nuevo_P,EGIVECTOR,DEGREECENTR,CLOSESNES,BETWEENES,SECTORSOCIAL,Educación,Salud,Trabajo,Agricultura,JUSTICIAYSEGURIDAD,Justicia,Defensa,PoliciaNacional,INFRAESTRUCTURA,ObrasPúblicas,MinasyEnergía,Comunicaciones,ADMON.DELESTADOYOTROS,Gobierno,RelacionesExteriores,Hacienda,Desarrollo,CongresoNacional,C.G.R,DepartamentosAdmin.*,Otros**,DEUDAPUBLICA(intereses),GASTOTOTAL,SECTOR_SOCIAL_PER,JUSTICIA_SEGURIDAD_PER,INFRAESTRUCTURA_PER,ADMON_ESTADO_PER,DEUDA_PUBLICA_PER,Prop_S,Prop_P
221,PARTIDO COLOMBIA DEMOCRATICA,2006.0,135.6,20060002.0,49192.6,0.6,1.0,0.0262087071003109,0.071774193548387,0.3926569664431174,0.0030092261894302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
222,PARTIDO COLOMBIA JUSTA LIBRES,2018.0,43.0,20170001.0,0.0,1.0,1.0,1.03675191411348e-298,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
223,PARTIDO COMUNISTA COLOMBIANO,1994.0,196.0,19300001.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
224,PARTIDO CONSERVADOR COLOMBIANO,1968.0,98.58823529411764,18490002.0,0.0,0.9803921568627452,1.0,0.0700140042014004,0.4975369458128078,0.4975369458128078,0.0,2760.0,1379.0,404.0,248.0,728.0,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
225,PARTIDO CONSERVADOR COLOMBIANO,1970.0,164.4451219512195,18490002.0,0.0,0.9939024390243902,1.0,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,37.629813933362186,20.737775854608397,16.583729987018607,21.35439203807875,3.694288186932064,0.9969512195121952,1.0
226,PARTIDO CONSERVADOR COLOMBIANO,1974.0,166.2871287128713,18490002.0,0.0,0.9801980198019802,1.0,9.033252484011003e-06,0.3312155319766504,0.3227478997444255,0.0032021407492344,17455.0,6542.0,5870.0,937.0,2897.0,6604.0,1432.0,2950.0,2222.0,3822.0,2910.0,697.0,214.0,7177.0,465.0,306.0,3477.0,1838.0,258.0,316.0,517.0,,1948.0,37005.0,47.16930144575057,17.846236995000673,10.328334008917714,19.394676395081746,5.264153492771247,0.9837662337662336,1.0
227,PARTIDO CONSERVADOR COLOMBIANO,1978.0,160.0909090909091,18490002.0,0.0,0.9772727272727272,0.0,7.905841427447032e-06,0.4233137829912023,0.3383195115879343,0.0034247897072826,45405.0,20327.0,16469.0,3261.0,2965.0,19119.0,4578.0,8502.0,6039.0,13084.0,9830.0,2914.0,340.0,24268.0,1036.0,844.0,12940.0,4643.0,556.0,1500.0,2749.0,,3517.0,105393.0,43.08160883550141,18.140673479263327,12.414486730617783,23.026197185771352,3.337033768846128,0.9807073954983924,0.0192926045016077
228,PARTIDO CONSERVADOR COLOMBIANO,1982.0,155.03053435114504,18490002.0,0.0,0.9694656488549618,0.0,5.587018272188866e-06,0.4166666666666666,0.4166666666666667,0.0,145888.0,68643.0,51561.0,9282.0,7588.0,59115.0,16143.0,25214.0,17758.0,51979.0,28748.0,22267.0,964.0,75473.0,3282.0,2077.0,35675.0,17826.0,2133.0,4620.0,9861.0,,21261.0,353716.0,41.24438815320766,16.712560359158193,14.695122640762644,21.337174456343508,6.010754390527994,0.97444089456869,0.0127795527156549
229,PARTIDO CONSERVADOR COLOMBIANO,1986.0,160.7642276422764,18490002.0,0.0,0.9105691056910568,0.0,2.345898694545054e-05,0.3925630602459871,0.3635075946756492,0.0019840910751427,380530.0,175461.0,130202.0,19204.0,36016.0,168207.0,36022.0,79066.0,53119.0,73738.0,52014.0,19505.0,2219.0,221629.0,9625.0,7240.0,132209.0,31327.0,6158.0,10150.0,24920.0,15637.0,57284.0,901388.0,42.21600465060551,18.6608874313836,8.180494969979632,24.58752501697382,6.355087931057437,0.9201277955271564,0.108626198083067
230,PARTIDO CONSERVADOR COLOMBIANO,1990.0,158.3398058252427,18490002.0,0.0,0.8737864077669902,0.0,2.416719789833309e-05,0.3297859098829973,0.4318598018095564,0.0035344993418767,1159826.0,470233.0,405935.0,68877.0,150847.0,544118.0,122849.0,289454.0,131815.0,242174.0,181304.0,45605.0,15265.0,871165.0,32447.0,19390.0,519393.0,146433.0,18058.0,25538.0,109906.0,34819.0,228608.0,3045891.0,38.07838166237728,17.86400104271624,7.950842627001426,28.601318957244366,7.50545571066069,0.8753993610223643,0.0798722044728434
231,PARTIDO CONSERVADOR COLOMBIANO,1991.0,148.05,18490002.0,0.0,0.825,0.0,2.416546741323271e-05,0.1636450381679388,0.3189327217865992,0.004632315136023,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
232,PARTIDO CONSERVADOR COLOMBIANO,1994.0,131.1,18490002.0,0.0,0.85,0.0,8.776147308076251e-06,0.2308524173027989,0.3090730387618637,0.0038493125643957,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
233,PARTIDO CONSERVADOR COLOMBIANO,1998.0,131.06976744186048,18490002.0,0.0,0.9069767441860463,0.0,1.814610344577019e-05,0.174684892597195,0.2720892681151869,0.003692089496563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
234,PARTIDO CONSERVADOR COLOMBIANO,2002.0,136.2941176470588,18490002.0,22310.617647058825,0.8823529411764706,0.0,0.00014257517874,0.1357127120511125,0.2720826097697762,0.0055482927914581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
235,PARTIDO CONSERVADOR COLOMBIANO,2006.0,118.34042553191487,18490002.0,35336.68085106383,0.8723404255319149,0.0,0.0040530767944814,0.1894303363074811,0.3727100131656765,0.0051980630444147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
236,PARTIDO CONSERVADOR COLOMBIANO,2010.0,136.0344827586207,18490002.0,45393.15517241379,0.913793103448276,0.0,0.0007177598685121,0.2164315569487983,0.3295981821925646,0.0041640261581518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
237,PARTIDO CONSERVADOR COLOMBIANO,2014.0,146.9777777777778,18490002.0,51318.53333333333,0.8888888888888888,0.0,0.0007053578720385,0.1652101539741989,0.2627414521508353,0.0050906103152134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
238,PARTIDO CONSERVADOR COLOMBIANO,2018.0,132.0,18490002.0,62168.4,0.9142857142857144,0.0,0.0002605373306102,0.1312330255296034,0.2904163193170579,0.005829455677612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
239,PARTIDO DE ACCION SOCIAL - PAS,2006.0,103.0,20060014.0,24546.0,1.0,1.0,9.71497482376483e-98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
240,PARTIDO DE INTEGRACION NACIONAL - PIN,2010.0,129.22222222222223,20100071.0,60565.22222222222,0.8888888888888888,1.0,5.7697165376128964e-34,0.0303030303030303,0.0303030303030303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
241,PARTIDO DESCONOCIDO PARA EL AÑO 1991,1991.0,170.0,19919997.0,0.0,1.0,1.0,3.568781805391961e-21,0.0,0.0,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
242,PARTIDO LIBERAL COLOMBIANO,1968.0,104.41176470588236,18480001.0,0.0,0.9803921568627452,1.0,0.0700140042014004,0.4975369458128078,0.4975369458128078,0.0,2760.0,1379.0,404.0,248.0,728.0,2832.0,515.0,1445.0,873.0,1633.0,1526.0,21.0,86.0,2339.0,215.0,82.0,558.0,1224.0,59.0,75.0,126.0,,360.0,9924.0,27.81136638452237,28.536880290205563,16.455058444175734,23.56912535268037,3.6275695284159615,0.9803921568627452,1.0
243,PARTIDO LIBERAL COLOMBIANO,1970.0,162.5548780487805,18480001.0,0.0,1.0,1.0,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,37.629813933362186,20.737775854608397,16.583729987018607,21.35439203807875,3.694288186932064,0.9969512195121952,1.0
244,PARTIDO LIBERAL COLOMBIANO,1974.0,144.561797752809,18480001.0,0.0,0.9831460674157304,1.0,0.0748959725666806,0.5805731435054716,0.4473535296120825,0.0018483669371703,17455.0,6542.0,5870.0,937.0,2897.0,6604.0,1432.0,2950.0,2222.0,3822.0,2910.0,697.0,214.0,7177.0,465.0,306.0,3477.0,1838.0,258.0,316.0,517.0,,1948.0,37005.0,47.16930144575056,17.846236995000673,10.328334008917714,19.394676395081746,5.264153492771246,0.9837662337662336,1.0
245,PARTIDO LIBERAL COLOMBIANO,1978.0,152.16763005780348,18480001.0,0.0,0.9826589595375722,0.0,0.0759856221936035,0.556255826962521,0.4014417102276175,0.0016155281875634,45405.0,20327.0,16469.0,3261.0,2965.0,19119.0,4578.0,8502.0,6039.0,13084.0,9830.0,2914.0,340.0,24268.0,1036.0,844.0,12940.0,4643.0,556.0,1500.0,2749.0,,3517.0,105393.0,43.08160883550141,18.140673479263327,12.414486730617783,23.026197185771352,3.337033768846128,0.9807073954983924,0.0192926045016077
246,PARTIDO LIBERAL COLOMBIANO,1982.0,156.37078651685394,18480001.0,0.0,0.9775280898876404,0.0,0.0749531687463393,0.5673076923076923,0.5673076923076923,0.0,145888.0,68643.0,51561.0,9282.0,7588.0,59115.0,16143.0,25214.0,17758.0,51979.0,28748.0,22267.0,964.0,75473.0,3282.0,2077.0,35675.0,17826.0,2133.0,4620.0,9861.0,,21261.0,353716.0,41.24438815320766,16.712560359158193,14.695122640762644,21.337174456343508,6.010754390527994,0.97444089456869,0.0127795527156549
247,PARTIDO LIBERAL COLOMBIANO,1986.0,152.44871794871796,18480001.0,0.0,0.9166666666666666,0.0,0.0795457887362573,0.5107453977646286,0.4288282786812467,0.0015924179908413,380530.0,175461.0,130202.0,19204.0,36016.0,168207.0,36022.0,79066.0,53119.0,73738.0,52014.0,19505.0,2219.0,221629.0,9625.0,7240.0,132209.0,31327.0,6158.0,10150.0,24920.0,15637.0,57284.0,901388.0,42.21600465060551,18.6608874313836,8.180494969979632,24.587525016973824,6.3550879310574375,0.9201277955271564,0.108626198083067
248,PARTIDO LIBERAL COLOMBIANO,1990.0,153.75675675675674,18480001.0,0.0,0.8756756756756757,0.0,0.0732616515138862,0.599151074151074,0.5704071411219801,0.0024389244434741,1159826.0,470233.0,405935.0,68877.0,150847.0,544118.0,122849.0,289454.0,131815.0,242174.0,181304.0,45605.0,15265.0,871165.0,32447.0,19390.0,519393.0,146433.0,18058.0,25538.0,109906.0,34819.0,228608.0,3045891.0,38.07838166237728,17.86400104271624,7.950842627001426,28.601318957244366,7.50545571066069,0.8753993610223643,0.0798722044728434
249,PARTIDO LIBERAL COLOMBIANO,1991.0,126.50704225352112,18480001.0,0.0,0.9295774647887324,0.0,0.083914292553555,0.5386517578754972,0.4603018811536576,0.001995830382841,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
250,PARTIDO LIBERAL COLOMBIANO,1994.0,130.22758620689655,18480001.0,0.0,0.9241379310344828,0.0,0.083020934260499,0.5508291655698868,0.4454085489628514,0.0023593625666766,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
251,PARTIDO LIBERAL COLOMBIANO,1998.0,132.42424242424244,18480001.0,0.0,0.9242424242424242,0.0,0.0867293268663504,0.508616701364793,0.4119301210178253,0.0016219320090718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
252,PARTIDO LIBERAL COLOMBIANO,2002.0,124.71428571428572,18480001.0,20165.571428571428,0.8690476190476191,0.0,0.1055362914788953,0.3421615837346174,0.3549114829585377,0.0031292554840018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
253,PARTIDO LIBERAL COLOMBIANO,2006.0,121.6923076923077,18480001.0,33674.88461538462,0.8461538461538461,0.0,0.1251473647535488,0.2343362282878411,0.4184476204165363,0.0052048371985054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
254,PARTIDO LIBERAL COLOMBIANO,2010.0,145.51923076923077,18480001.0,35561.057692307695,0.8846153846153846,0.0,0.0071752951826049,0.2012674825174824,0.3530157008427667,0.003479174529815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
255,PARTIDO LIBERAL COLOMBIANO,2014.0,140.5,18480001.0,36680.44642857143,0.8571428571428571,0.0,0.0349903897538883,0.2084670947030497,0.3088149018587005,0.0051069002487648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
256,PARTIDO LIBERAL COLOMBIANO,2018.0,134.77551020408163,18480001.0,47901.28571428572,0.9183673469387756,0.0,0.0029867683519189,0.1827422984402886,0.273713085200415,0.0048948658536073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
257,PARTIDO NACIONAL CRISTIANO - PNC,1991.0,51.0,19890001.0,0.0,1.0,1.0,3.568781805391961e-21,0.0,0.0,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
258,PARTIDO NACIONAL CRISTIANO - PNC,1994.0,51.0,19890001.0,0.0,1.0,1.0,9.52771600780197e-28,0.0,0.0,0.0,3942935.0,1638210.0,1289981.0,351458.0,396707.0,2165134.0,643956.0,982375.0,538803.0,848354.0,766500.0,67707.0,14147.0,2901675.0,145358.0,54673.0,2154616.0,82377.0,54452.0,63614.0,346585.0,64610.0,639584.0,10497682.0,37.56005373376713,20.62487699665507,8.081345958088653,27.641102102349837,6.092621209139313,0.908745247148289,0.2205323193916349
259,PARTIDO NACIONAL CRISTIANO - PNC,1998.0,41.0,19890001.0,0.0,1.0,1.0,4.987601680383357e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
260,PARTIDO NACIONAL CRISTIANO - PNC,2002.0,169.0,19890001.0,20230.0,1.0,0.0,8.055887979598735e-20,0.0037453183520599,0.0037453183520599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
261,PARTIDO OPCION CIUDADANA,2014.0,148.54545454545453,20090001.0,49267.181818181816,0.9090909090909092,1.0,1.5481148471165544e-225,0.0374531835205992,0.0374531835205992,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
262,PARTIDO OPCION CIUDADANA,2018.0,157.0,20090001.0,58658.5,1.0,1.0,6.221412608996618e-07,0.0057034220532318,0.2052423622952906,0.0031927553478652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
263,PARTIDO POPULAR COLOMBIANO,2002.0,18.0,19970006.0,0.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
264,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,2006.0,113.9375,20050002.0,35892.666666666664,0.9791666666666666,1.0,0.0473490949822609,0.2044690860215053,0.4064541419055595,0.0060415687698785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
265,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,2010.0,128.93333333333334,20050002.0,41276.81333333333,0.96,1.0,0.1151514851021356,0.2871717171717171,0.3846109864206914,0.0035900315402692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
266,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,2014.0,128.6315789473684,20050002.0,51728.47368421053,0.9298245614035088,1.0,0.1277993958120005,0.2115776332216308,0.3293909687049636,0.0077692786131415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
267,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,2018.0,141.15384615384616,20050002.0,54580.82051282052,0.8717948717948718,0.0,0.0003128308646691,0.1474115238373793,0.2897377020467253,0.0044012279477727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
268,PARTIDO SOCIALDEMOCRATA COLOMBIANO - PSOC,2002.0,114.0,19900004.0,101660.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
269,PARTIDO SOCIALISTA DEMOCRATICO - PSD,2002.0,104.0,19380001.0,0.0,1.0,1.0,3.933539052538445e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
270,PARTIDO UNIDAD DEMOCRATICA,2002.0,139.0,19820001.0,24469.5,1.0,1.0,8.055887979598735e-20,0.0037453183520599,0.0037453183520599,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914179104477612,0.4962686567164179
271,POLO DEMOCRATICO ALTERNATIVO,2006.0,143.77777777777777,20050001.0,40073.444444444445,1.0,1.0,0.0017136966941553,0.0716845878136199,0.3298971107380228,0.0063945932300611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9156626506024096,0.5863453815261044
272,POLO DEMOCRATICO ALTERNATIVO,2010.0,121.6153846153846,20050001.0,48467.53846153846,1.0,1.0,2.24224971476098e-28,0.0454545454545454,0.0454545454545454,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
273,POLO DEMOCRATICO ALTERNATIVO,2014.0,119.5,20050001.0,55328.625,1.0,1.0,7.962668757402596e-269,0.0262172284644194,0.0262172284644194,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
274,POLO DEMOCRATICO ALTERNATIVO,2018.0,122.14285714285714,20050001.0,82263.14285714286,1.0,0.0,1.1554038446469501e-151,0.0228136882129277,0.0228136882129277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
275,POR UN HUILA MEJOR,2014.0,98.0,20140034.0,24571.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9067164179104478,0.6007462686567164
276,UNIDAD LIBERAL,2010.0,123.5,20100070.0,20326.5,1.0,1.0,0.0033474449547408,0.0284090909090908,0.3088989753860442,0.0015822250384862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9320754716981132,0.5245283018867924
277,UNION NACIONAL DE OPOSICION - UNO,1974.0,153.57142857142858,19720001.0,0.0,1.0,1.0,0.0073819977556885,0.0753838994881339,0.3455161221130215,0.0036618338975112,17455.0,6542.0,5870.0,937.0,2897.0,6604.0,1432.0,2950.0,2222.0,3822.0,2910.0,697.0,214.0,7177.0,465.0,306.0,3477.0,1838.0,258.0,316.0,517.0,,1948.0,37005.0,47.16930144575057,17.846236995000673,10.328334008917714,19.394676395081746,5.264153492771247,0.9837662337662336,1.0
278,UNION NACIONAL DE OPOSICION - UNO,1978.0,146.0,19720001.0,0.0,1.0,1.0,0.0068769414447056,0.0696774193548386,0.4052639380464094,0.1972732017955945,45405.0,20327.0,16469.0,3261.0,2965.0,19119.0,4578.0,8502.0,6039.0,13084.0,9830.0,2914.0,340.0,24268.0,1036.0,844.0,12940.0,4643.0,556.0,1500.0,2749.0,,3517.0,105393.0,43.08160883550141,18.140673479263327,12.414486730617783,23.026197185771352,3.337033768846128,0.9807073954983924,0.0192926045016077
279,UNION PATRIOTICA - UP,1986.0,153.0,19850001.0,0.0,1.0,1.0,2.6098176126847693e-57,0.0128205128205128,0.0128205128205128,0.0,380530.0,175461.0,130202.0,19204.0,36016.0,168207.0,36022.0,79066.0,53119.0,73738.0,52014.0,19505.0,2219.0,221629.0,9625.0,7240.0,132209.0,31327.0,6158.0,10150.0,24920.0,15637.0,57284.0,901388.0,42.21600465060551,18.6608874313836,8.180494969979632,24.58752501697382,6.355087931057437,0.9201277955271564,0.108626198083067
280,UNION PATRIOTICA - UP,1990.0,68.0,19850001.0,0.0,1.0,1.0,1.857193844899821e-40,0.0,0.0,0.0,1159826.0,470233.0,405935.0,68877.0,150847.0,544118.0,122849.0,289454.0,131815.0,242174.0,181304.0,45605.0,15265.0,871165.0,32447.0,19390.0,519393.0,146433.0,18058.0,25538.0,109906.0,34819.0,228608.0,3045891.0,38.07838166237728,17.86400104271624,7.950842627001426,28.601318957244366,7.505455710660689,0.8753993610223643,0.0798722044728434
281,UNION PATRIOTICA - UP,1991.0,166.25,19850001.0,0.0,1.0,1.0,9.355347375926702e-16,0.0114503816793893,0.0114503816793893,0.0,1465590.0,585298.0,541837.0,82085.0,141240.0,684023.0,159391.0,344994.0,179638.0,284646.0,217615.0,55951.0,11080.0,1555208.0,40554.0,25838.0,1119542.0,153837.0,20014.0,30848.0,164575.0,46038.0,300973.0,4290440.0,34.15943353129283,15.942956899525456,6.634424441316042,36.24821696609206,7.014968161773617,0.9125475285171104,0.3079847908745247
282,VAMOS COLOMBIA,1998.0,169.0,19970003.0,0.0,1.0,1.0,4.987601680383357e-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9239543726235742,0.3307984790874524
