,Nombres_completos,ano,codigo_partido,nombre_partido,votos,Nuevo_S,Nuevo_P,EGIVECTOR,DEGREECENTR,CLOSESNES,BETWEENES,SECTORSOCIAL,Educación,Salud,Trabajo,Agricultura,Vivienda,JUSTICIAYSEGURIDAD,Justicia,Defensa,PoliciaNacional,INFRAESTRUCTURA,ObrasPúblicas,MinasyEnergía,Comunicaciones,ADMON.DELESTADOYOTROS,Gobierno,RelacionesExteriores,Hacienda,Desarrollo,CongresoNacional,C.G.R,DepartamentosAdmin.*,Otros**,DEUDAPUBLICA(intereses),GASTOTOTAL,INF,SECTOR_SOCIAL_PER,JUSTICIA_SEGURIDAD_PER,INFRAESTRUCTURA_PER,ADMON_ESTADO_PER,DEUDA_PUBLICA_PER,Prop_S,Prop_P
478634,JHON ARLEY MURILLO BENITEZ,2018.0,20180014.0,CONSEJO COMUNITARIO ANCESTRAL DE COMUNIDADES NEGRAS PLAYA RENACIENTE,25740.0,1,1,1.03675191411348e-298,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
478898,JHON JAIRO BERRIO LOPEZ,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,34425.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
479162,JIMMY HAROLD DIAZ BURBANO,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,11735.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
479426,JOHN HAROLD SUAREZ VARGAS,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,27401.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
479690,JOHN JAIRO BERMUDEZ GARCES,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,22916.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
479954,JOHN JAIRO CARDENAS MORAN,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,25215.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
480218,JOHN JAIRO HOYOS GARCIA,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,24599.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
480482,JOHN JAIRO ROLDAN AVENDAÑO,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,47499.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
480746,JOHN MOISES BESAILE FAYAD,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,81402.0,0,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
481010,JONATAN TAMAYO PEREZ,2018.0,20180008.0,COALICION LISTA DE LA DECENCIA.  PARTIDO ALIANZA SOCIAL INDEPENDIENTE - UNION PATRIOTICA Y MOVIMIENTO MAIS,14773.0,1,1,4.3296780143172575e-177,0.0152091254752851,0.0152091254752851,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
481274,JORGE ALBERTO GOMEZ GALLEGO,2018.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,29474.0,1,0,1.1554038446469501e-151,0.0228136882129277,0.0228136882129277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
481538,JORGE EDUARDO LONDOÑO ULLOA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,64907.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
481802,JORGE ELIECER TAMAYO MARULANDA,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,60442.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
482066,JORGE ENRIQUE BURGOS LUGO,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,64444.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
482330,JORGE ENRIQUE ROBLEDO CASTILLO,2018.0,20050001.0,POLO DEMOCRATICO ALTERNATIVO,229276.0,1,0,1.1554038446469501e-151,0.0228136882129277,0.0228136882129277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
482594,JORGE MENDEZ HERNANDEZ,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,0.0,1,0,6.091061905856703e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
482858,JOSE ALFREDO GNECCO ZULETA,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,80849.0,0,0,0.0002440456033925,0.1520912547528517,0.3169065261682606,0.0049708334160275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
483122,JOSE AULO POLO NARVAEZ,2018.0,20090002.0,PARTIDO ALIANZA VERDE,34503.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
483386,JOSE DANIEL LOPEZ JIMENEZ,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,29459.0,1,0,6.091061905856703e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
483650,JOSE DAVID NAME CARDOZO,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,91233.0,1,0,0.0002440456033925,0.1520912547528517,0.3169065261682606,0.0049708334160275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
483914,JOSE EDILBERTO CAICEDO SASTOQUE,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,34497.0,1,0,0.0002440456033925,0.1520912547528517,0.3169065261682606,0.0049708334160275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
484178,JOSE ELIECER SALAZAR LOPEZ,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,35023.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
484442,JOSE ELVER HERNANDEZ CASAS,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,37499.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
484706,JOSE GABRIEL AMAR SEPULVEDA,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,72755.0,1,0,6.091061905856704e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
484970,JOSE GUSTAVO PADILLA OROZCO,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,29229.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
485234,JOSE IGNACIO MESA BETANCUR,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,28575.0,0,0,0.0001174184735202,0.1749049429657794,0.3426332552298907,0.1623179705519553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
485498,JOSE JAIME USCATEGUI PASTRANA,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,34727.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
485762,JOSE LUIS CORREA LOPEZ,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,39351.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
486026,JOSE LUIS PEREZ OYUELA,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,70609.0,1,0,6.091061905856704e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
486290,JOSE LUIS PINEDO CAMPO,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,24405.0,1,0,6.091061905856703e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
486554,JOSE OBDULIO GAVIRIA VELEZ,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,27704.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
486818,JOSE RITTER LOPEZ PEÑA,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,90055.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
487082,JUAN CARLOS GARCIA GOMEZ,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,72005.0,1,0,0.0001821870808001,0.1330798479087452,0.3121129820749592,0.0030982223770224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
487346,JUAN CARLOS LOZADA VARGAS,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,36742.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
487610,JUAN CARLOS REINALES AGUDELO,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,24528.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
487874,JUAN CARLOS RIVERA PEÑA,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,28004.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
488138,JUAN CARLOS WILLS OSPINA,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,15239.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
488402,JUAN DAVID VELEZ TRUJILLO,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,0.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
488666,JUAN DIEGO ECHAVARRIA SANCHEZ,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,50229.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
488930,JUAN DIEGO GOMEZ JIMENEZ,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,75662.0,1,0,0.0001821870808001,0.1330798479087452,0.3121129820749592,0.0030982223770224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
489194,JUAN FELIPE LEMOS URIBE,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,82592.0,1,0,0.0002440456033925,0.1520912547528517,0.3169065261682606,0.0049708334160275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
489458,JUAN FERNANDO ESPINAL RAMIREZ,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,44717.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
489722,JUAN FERNANDO REYES KURI,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,41900.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
489986,JUAN LUIS CASTRO CORDOBA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,23569.0,0,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
490250,JUAN PABLO CELIS VERGEL,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,31201.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
490514,JUAN SAMY MERHEG MARUN,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,84427.0,1,0,0.0001821870808001,0.1330798479087452,0.3121129820749592,0.0030982223770224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
490778,JUANITA MARIA GOEBERTUS ESTRADA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,84576.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
491042,JULIAN BEDOYA PULGARIN,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,75261.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
491306,JULIAN PEINADO RAMIREZ,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,56035.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
491570,JULIO CESAR TRIANA QUINTERO,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,21379.0,1,0,6.091061905856703e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
491834,KAREN VIOLETTE CURE CORCIONE,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,55154.0,1,0,6.091061905856704e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
492098,KARINA ESTEFANIA ROJANO PALACIO,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,73764.0,1,0,6.091061905856704e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
492362,KELYN JOHANA GONZALEZ DUARTE,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,53454.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
492626,LAURA ESTER FORTICH SANCHEZ,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,66766.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
492890,LAUREANO AUGUSTO ACUÑA DIAZ,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,94204.0,1,0,0.0001821870808001,0.1330798479087452,0.3121129820749592,0.0030982223770224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
493154,LEON FREDY MUÑOZ LOPERA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,34348.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
493418,LIDIO ARTURO GARCIA TURBAY,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,121781.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
493682,LUCIANO GRISALES LONDOÑO,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,28920.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
493946,LUIS EDUARDO DIAZ-GRANADOS TORRES,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,117938.0,1,0,6.091061905856703e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
494210,LUIS EMILIO TOVAR BELLO,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,9792.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
494474,LUIS FERNANDO GOMEZ BETANCURT,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,22522.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
494738,LUIS FERNANDO VELASCO CHAVES,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,75273.0,0,0,0.0028768194588167,0.1863117870722433,0.3286853528046031,0.16117819122347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
495002,LUIS IVAN MARULANDA GOMEZ,2018.0,20090002.0,PARTIDO ALIANZA VERDE,25416.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
495266,LUVI KATHERINE MIRANDA PEÑA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,64261.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
495530,MANUEL BITERVO PALCHUCAN CHINGAL,2018.0,19910001.0,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA - AICO,15673.0,1,0,1.03675191411348e-298,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
495794,MARGARITA MARIA RESTREPO ARANGO,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,20434.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
496058,MARIA CRISTINA SOTO DE GOMEZ,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,41824.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
496322,MARIA DEL ROSARIO GUERRA DE LA ESPRIELLA,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,27848.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
496586,MARIA FERNANDA CABAL MOLINA,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,37613.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
496850,MARIA JOSE PIZARRO RODRIGUEZ,2018.0,20180008.0,COALICION LISTA DE LA DECENCIA.  PARTIDO ALIANZA SOCIAL INDEPENDIENTE - UNION PATRIOTICA Y MOVIMIENTO MAIS,78949.0,1,1,4.3296780143172575e-177,0.0152091254752851,0.0152091254752851,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
497114,MARIO ALBERTO CASTAÑO PEREZ,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,74309.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
497378,MARITZA MARTINEZ ARISTIZABAL,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,65410.0,1,0,0.0002440456033925,0.1520912547528517,0.3169065261682606,0.0049708334160275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
497642,MARTHA PATRICIA VILLALBA HODWALKER,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,46370.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
497906,MAURICIO ANDRES TORO ORJUELA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,19261.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
498170,MAURICIO GOMEZ AMIN,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,107544.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
498434,MIGUEL AMIN ESCAF,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,72892.0,1,0,0.0002440456033925,0.1520912547528517,0.3169065261682606,0.0049708334160275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
498698,MIGUEL ANGEL BARRETO CASTILLO,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,81591.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
498962,MIGUEL ANGEL PINTO HERNANDEZ,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,84984.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
499226,MILENE JARAVA DIAZ,2018.0,20090001.0,PARTIDO OPCION CIUDADANA,68340.0,1,1,2.4411874118596144e-08,0.0038022813688212,0.1806490509091447,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
499490,MILTON HUGO ANGULO VIVEROS,2018.0,20130001.0,PARTIDO CENTRO DEMOCRATICO - MANO FIRME CORAZON GRANDE,19719.0,1,1,0.139988210507327,0.1901140684410646,0.3049379709927762,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
499754,MODESTO ENRIQUE AGUILERA VIDES,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,73902.0,1,0,6.091061905856704e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
500018,MONICA LILIANA VALENCIA MONTAÑA,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,1441.0,0,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
500282,MONICA MARIA RAIGOZA MORALES,2018.0,20050002.0,PARTIDO SOCIAL DE UNIDAD NACIONAL - PARTIDO DE LA U,34134.0,1,0,0.0002392142786517,0.1444866920152091,0.2735010667667168,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
500546,MYRIAM ALICIA PAREDES AGUIRRE,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,80624.0,0,0,0.0001821870808001,0.1330798479087452,0.3121129820749592,0.0030982223770224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
500810,NADYA GEORGETTE BLEL SCAFF,2018.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,74311.0,1,0,0.0001787924535459,0.1292775665399239,0.2691409048327547,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
501074,NESTOR LEONARDO RICO RICO,2018.0,20030001.0,PARTIDO CAMBIO RADICAL COLOMBIANO,36009.0,1,0,6.091061905856703e-05,0.1711026615969581,0.3136946357003391,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
501338,NEVARDO ENEIRO RINCON VERGARA,2018.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,10402.0,1,0,0.0028745144372332,0.182509505703422,0.2707102395548116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
501602,NEYLA RUIZ CORREA,2018.0,20090002.0,PARTIDO ALIANZA VERDE,6176.0,1,1,2.7107579107024524e-80,0.0646387832699619,0.0646387832699619,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9090909090909092,0.3143939393939394
