,Nombres_completos,ano,codigo_partido,nombre_partido,votos,Nuevo_S,Nuevo_P,EGIVECTOR,DEGREECENTR,CLOSESNES,BETWEENES,SECTORSOCIAL,Educación,Salud,Trabajo,Agricultura,Vivienda,JUSTICIAYSEGURIDAD,Justicia,Defensa,PoliciaNacional,INFRAESTRUCTURA,ObrasPúblicas,MinasyEnergía,Comunicaciones,ADMON.DELESTADOYOTROS,Gobierno,RelacionesExteriores,Hacienda,Desarrollo,CongresoNacional,C.G.R,DepartamentosAdmin.*,Otros**,DEUDAPUBLICA(intereses),GASTOTOTAL,INF,SECTOR_SOCIAL_PER,JUSTICIA_SEGURIDAD_PER,INFRAESTRUCTURA_PER,ADMON_ESTADO_PER,DEUDA_PUBLICA_PER,Prop_S,Prop_P
191985,DARIO MARIN VANEGAS,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
192313,DARIO RENDON GIL,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
192641,DAVID ALJURE ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
192969,DAVID HADDAD CAICEDO,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
193297,DEMETRIO SALAMANCA ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
193625,DIEGO SUAREZ VILLA,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
193953,DIEGO TOVAR ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
194281,DIEGO URIBE VARGAS,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
194609,DOLLY DE SUAREZ ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
194937,DOMINGO RONCANCIO ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
195265,DOMINGO SARASTY ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
195593,EDEL TELLEZ ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
195921,EDMUNDO GUEVARA HERRERA,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
196249,EDMUNDO LOPEZ GOMEZ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
196577,EDMUNDO QUEVEDO ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
196905,EDUARDO ABUCHAIBE OCHOA,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
197233,EDUARDO CARBONELL INSIGNARES,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
197561,EDUARDO FONSECA ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
197889,EDUARDO LACOUTURE ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
198217,EDUARDO MESTRE SARMIENTO,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
198545,EDUARDO TINOCO ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
198873,EFRAIN POLANCO O,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
199201,EMILIO CUARTAS ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
199529,EMILIO LEBOLO ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
199857,ENRIQUE BARCO ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
200185,ENRIQUE GIRALDO ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
200513,ENRIQUE MILLAN RUBIO,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
200841,ENRIQUE PARDO PARRA,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
201169,ENRIQUE PUYANA ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
201497,ENRIQUE VARGAS ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
201825,ERNESTO PALENCIA ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
202153,EVELIO RAMIREZ MARTINEZ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
202481,EXCELINO GUTIERREZ ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
202809,FABIO ARCE LUNA,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
203137,FABIO LOZANO ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
203465,FABIO SALAZAR ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
203793,FABIO TRUJILLO ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
204121,FANNY GONZALEZ ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
204449,FELIX BARRIOS ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
204777,FERNAN FORTICH ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
205105,FERNANDO MARTINEZ VELASQUEZ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
205433,FERNANDO PARDO ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
205761,FERNANDO URDANETA LAVERDE,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
206089,FIDEL PERILLA BARRETO,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
206417,FLAVIO ORTIZ ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
206745,FRANCISCO D CASTRO ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
207073,FRANCISCO E RAMIREZ ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
207401,FROILAN MONTOYA MAZO,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
207729,GABRIELA ZULETA ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
208057,GEORGINA DE GAITAN ,1970.0,18480001.0,PARTIDO LIBERAL COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
208385,GERARDO CANDAMIL ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
208713,GERARDO MANCERA ,1970.0,18490002.0,PARTIDO CONSERVADOR COLOMBIANO,0.0,1,1,0.0552157630374232,0.4984709480122324,0.4984709480122324,0.0,6957.0,2486.0,2279.0,355.0,1225.0,613,3834.0,736.0,1885.0,1214.0,3066.0,2882.0,63.0,122.0,3948.0,332.0,146.0,1446.0,1412.0,111.0,127.0,374.0,,683.0,18488.0,1.0690862275848247,37.629813933362186,20.737775854608397,16.583729987018607,21.354392038078757,3.694288186932064,0.9969512195121952,1.0
